-----------------------------------------------------------
hostname       = node104
SLURM_JOBID    = 26305270
candidate      = reference
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,NDR
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 9}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 6}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 10}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 11}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 7}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 10}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 14}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 2}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 2}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 32, 'ub_gain': -1, 'absolute_gap': 3, 'relative_gap': 0.10344827586206896, 'solver_certified_opt': 0, 'n_rounds': 7}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 32, 'ub_gain': -1, 'absolute_gap': 3, 'relative_gap': 0.10344827586206896, 'solver_certified_opt': 0, 'n_rounds': 7}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 5}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__p_hat300-2.clq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 4}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 3}
{'candidate': 'reference', 'controller_label': 'deepv6_fastv19_reference', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/reference/raw/reference__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 3}
