-----------------------------------------------------------
hostname       = node23
SLURM_JOBID    = 26305269
candidate      = baseline
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,NDR
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T1__T1_50_1000_0.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 39}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'gen200_p0.9_55.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__gen200_p0.9_55.clq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 200, 'E': 17910, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 6, 'verified_ub': 6, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.2, 'solver_certified_opt': 0, 'n_rounds': 40}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 500, 'E': 125248, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 12, 'lb_gain': 1, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 4, 'relative_gap': 0.3333333333333333, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'DIMACS', 'instance': 'DSJC500_5.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__DIMACS__DSJC500_5.clq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 500, 'E': 62624, 'first_lb': 11, 'best_lb': 11, 'lb_gain': 0, 'first_ub': 16, 'verified_ub': 16, 'ub_gain': 0, 'absolute_gap': 5, 'relative_gap': 0.45454545454545453, 'solver_certified_opt': 0, 'n_rounds': 20}
