-----------------------------------------------------------
hostname       = node1232
SLURM_JOBID    = 26304528
candidate      = v007
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,DIMACS10,NDR,SNAP
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__T1__T1_50_1000_0.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 93}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'hamming6-2.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__hamming6-2.clq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 64, 'E': 1824, 'first_lb': 5, 'best_lb': 5, 'lb_gain': 0, 'first_ub': 5, 'verified_ub': 5, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 16}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-4.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-4.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869262, 'first_lb': 2, 'best_lb': 2, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 1, 'relative_gap': 0.5, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 14}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 14}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 13}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 30}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'BHOSLIB', 'instance': 'frb56-25-1.clq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__BHOSLIB__frb56-25-1.clq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 1400, 'E': 869624, 'first_lb': 1, 'best_lb': 1, 'lb_gain': 0, 'first_ub': 3, 'verified_ub': 3, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 2.0, 'solver_certified_opt': 0, 'n_rounds': 14}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 30}
{'candidate': 'v007', 'controller_label': 'bandit', 'family': 'DIMACS', 'instance': 'p_hat300-2.clq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v007/raw/v007__DIMACS__p_hat300-2.clq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 300, 'E': 21928, 'first_lb': 29, 'best_lb': 29, 'lb_gain': 0, 'first_ub': 31, 'verified_ub': 31, 'ub_gain': 0, 'absolute_gap': 2, 'relative_gap': 0.06896551724137931, 'solver_certified_opt': 0, 'n_rounds': 29}
